/home/vipul/IMG/center_2017_09_24_15_00_26_307.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_307.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_307.jpg,0,0,0,3.70136E-06
/home/vipul/IMG/center_2017_09_24_15_00_26_374.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_374.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_374.jpg,0,0,0,2.3479E-06
/home/vipul/IMG/center_2017_09_24_15_00_26_441.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_441.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_441.jpg,0,0,0,6.354336E-06
/home/vipul/IMG/center_2017_09_24_15_00_26_512.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_512.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_512.jpg,0,0,0,6.627219E-06
/home/vipul/IMG/center_2017_09_24_15_00_26_579.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_579.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_579.jpg,0,0,0,8.59573E-07
/home/vipul/IMG/center_2017_09_24_15_00_26_648.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_648.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_648.jpg,0,0,0,1.502232E-06
/home/vipul/IMG/center_2017_09_24_15_00_26_717.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_717.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_717.jpg,0,0,0,1.047547E-05
/home/vipul/IMG/center_2017_09_24_15_00_26_788.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_788.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_788.jpg,0,0,0,2.672566E-06
/home/vipul/IMG/center_2017_09_24_15_00_26_858.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_858.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_858.jpg,-0.01886792,0,0,3.769664E-06
/home/vipul/IMG/center_2017_09_24_15_00_26_927.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_927.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_927.jpg,-0.245283,0,0,4.254312E-06
/home/vipul/IMG/center_2017_09_24_15_00_26_996.jpg,/home/vipul/IMG/left_2017_09_24_15_00_26_996.jpg,/home/vipul/IMG/right_2017_09_24_15_00_26_996.jpg,-0.2924528,0,0,6.175031E-06
/home/vipul/IMG/center_2017_09_24_15_00_27_065.jpg,/home/vipul/IMG/left_2017_09_24_15_00_27_065.jpg,/home/vipul/IMG/right_2017_09_24_15_00_27_065.jpg,-0.3584906,0,0,9.583423E-07
/home/vipul/IMG/center_2017_09_24_15_00_27_132.jpg,/home/vipul/IMG/left_2017_09_24_15_00_27_132.jpg,/home/vipul/IMG/right_2017_09_24_15_00_27_132.jpg,-0.3773585,0,0,2.495822E-07
/home/vipul/IMG/center_2017_09_24_15_00_27_199.jpg,/home/vipul/IMG/left_2017_09_24_15_00_27_199.jpg,/home/vipul/IMG/right_2017_09_24_15_00_27_199.jpg,-0.4339623,0.01563048,0,0.03902884
/home/vipul/IMG/center_2017_09_24_15_00_27_267.jpg,/home/vipul/IMG/left_2017_09_24_15_00_27_267.jpg,/home/vipul/IMG/right_2017_09_24_15_00_27_267.jpg,-0.6226415,0.2623594,0,0.1213833
/home/vipul/IMG/center_2017_09_24_15_00_27_336.jpg,/home/vipul/IMG/left_2017_09_24_15_00_27_336.jpg,/home/vipul/IMG/right_2017_09_24_15_00_27_336.jpg,-0.6320755,0.43872,0,0.4096933
/home/vipul/IMG/center_2017_09_24_15_00_27_407.jpg,/home/vipul/IMG/left_2017_09_24_15_00_27_407.jpg,/home/vipul/IMG/right_2017_09_24_15_00_27_407.jpg,-0.7264151,0.6806645,0,0.913014
